pdf_page,book_page,number,cargo_name,parent_group,cas,marpol,fosfa,niop,eu,rel_density,solubility_c,boil_point_c,melt_point_c,viscosity_mpas,flash_point_c,static_accumulator,is_group_heading,raw_details
552,549,164,FUELOIL NO. 5,,68476-33-5,A1,B,,,"0,887 (LOWERLIMIT)",INSOLUBLE,188,"-9,4",80 (@ 40 deg C),60,,no,"CAS: 68476-33-5 | MARPOL: A1 FOSFA: B REL. DENSITY: 0,887 (LOWERLIMIT) | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 188 MELT. POINT [°C]: -9,4 | VISCOSITY [MPA*S]: 80 (@ 40 deg C) | FLASH POINT [°C]: 60"
552,549,165,FUELOIL NO. 6,,68476-33-5,A1,B,,,1,INSOLUBLE,260,,380 (@ 50 deg C),65,YES,no,CAS: 68476-33-5 | MARPOL: A1 | FOSFA: B REL. DENSITY: 1 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 260 VISCOSITY [MPA*S]: 380 (@ 50 deg C) | FLASH POINT [°C]: 65 | STATIC ACCUMULATOR: YES
553,550,166,FURFURAL,,98-01-1,Y,,,,"1,16","8,3",162,-37,"1,49",60,,no,"CAS: 98-01-1 | MARPOL: Y REL. DENSITY: 1,16 | SOLUBILITY [°C]: 8,3 | BOIL. POINT [°C]: 162 MELT. POINT [°C]: -37 | VISCOSITY [MPA*S]: 1,49 | FLASH POINT [°C]: 60"
553,550,167,FURFURYLALCOHOL,,98-00-0,Y,B,,,"1,13",COMPLETE,171,-31,"4,55",75,,no,"CAS: 98-00-0 | MARPOL: Y | FOSFA: B REL. DENSITY: 1,13 | SOLUBILITY [°C]: COMPLETE | BOIL. POINT [°C]: 171 MELT. POINT [°C]: -31 | VISCOSITY [MPA*S]: 4,55 | FLASH POINT [°C]: 75"
553,550,168,GASOIL,,68476-34-6,A1,,,,"0,86",INSOLUBLE,200,,5 (@ 40 Deg. C),65,YES,no,"CAS: 68476-34-6 MARPOL: A1 REL. DENSITY: 0,86 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 200 VISCOSITY [MPA*S]: 5 (@ 40 Deg. C) | FLASH POINT [°C]: 65 | STATIC ACCUMULATOR: YES"
553,550,169,GASOIL CUTTER,,31393-98-3,A1,,,,"0,95 (APPROX)",SLIGHT,,,10,40,,no,"CAS: 31393-98-3 | MARPOL: A1 REL. DENSITY: 0,95 (APPROX) | SOLUBILITY [°C]: SLIGHT VISCOSITY [MPA*S]: 10 | FLASH POINT [°C]: 40"
553,550,170,GASOIL DYED,,68334-30-5,A1,,,,"0,85 (APPROX.)",INSOLUBLE,180,-10,"2,5 (@ 40 deg C)",55,YES,no,"CAS: 68334-30-5 | MARPOL: A1 REL. DENSITY: 0,85 (APPROX.) | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 180 MELT. POINT [°C]: -10 | VISCOSITY [MPA*S]: 2,5 (@ 40 deg C) | FLASH POINT [°C]: 55 STATIC ACCUMULATOR: YES"
553,550,171,GLUCOSE,,50-99-7,OS,A,L1,,(UNKNOWN),COMPLETE,,,1200 (@ 65°C),,,no,CAS: 50-99-7 | MARPOL: OS | FOSFA: A | NIOP: L1 REL. DENSITY: (UNKNOWN) | SOLUBILITY [°C]: COMPLETE VISCOSITY [MPA*S]: 1200 (@ 65°C)
553,550,172,GLUTARALDEHYDE SOLUTION 50%,,111-30-8,Y,B,,,"1,1",COMPLETE,88,-25,5 (APPROX.),56,,no,"CAS: 111-30-8 | MARPOL: Y | FOSFA: B REL. DENSITY: 1,1 | SOLUBILITY [°C]: COMPLETE | BOIL. POINT [°C]: 88 MELT. POINT [°C]: -25 | VISCOSITY [MPA*S]: 5 (APPROX.) | FLASH POINT [°C]: 56"
554,551,173,GLYCERINE TECHNICAL GRADE,,56-81-5,Z,A,L1,A,"1,262",COMPLETE,290,18,107,160,,no,"CAS: 56-81-5 | MARPOL: Z | FOSFA: A | NIOP: L1 | EU: A REL. DENSITY: 1,262 | SOLUBILITY [°C]: COMPLETE | BOIL. POINT [°C]: 290 MELT. POINT [°C]: 18 | VISCOSITY [MPA*S]: 107 | FLASH POINT [°C]: 160"
554,551,174,GLYCEROL MONOOLEATE,,25496-72-4,Y,,,,"0,94",INSOLUBLE,239,24,92 (@38°C),239,,no,"CAS: 25496-72-4 | MARPOL: Y REL. DENSITY: 0,94 SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 239 MELT. POINT [°C]: 24 | VISCOSITY [MPA*S]: 92 (@38°C) | FLASH POINT [°C]: 239"
554,551,175,GROUNDNUTOIL,,8002-03-7,Y,A,L1,A,"0,92",INSOLUBLE,285,0,60,282,,no,"CAS: 8002-03-7 MARPOL: Y | FOSFA: A NIOP: L1 | EU: A REL. DENSITY: 0,92 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 285 MELT. POINT [°C]: 0 | VISCOSITY [MPA*S]: 60 | FLASH POINT [°C]: 282"
554,551,176,GTL DIESEL,,848301-67-7,A1,,,,"0,78",Negligible,150,,"1,17 (Approx)",61,YES,no,"CAS: 848301-67-7 | MARPOL: A1 REL. DENSITY: 0,78 | SOLUBILITY [°C]: Negligible | BOIL. POINT [°C]: 150 VISCOSITY [MPA*S]: 1,17 (Approx) | FLASH POINT [°C]: 61 | STATIC ACCUMULATOR: YES"
554,551,177,GTL NAPHTHA,,848301-65-5,A1,,,,"0,65 (0.65 - 0.735)",Insoluble,31,,5 (Approx),-18,YES,no,"CAS: 848301-65-5 | MARPOL: A1 REL. DENSITY: 0,65 (0.65 - 0.735) | SOLUBILITY [°C]: Insoluble | BOIL. POINT [°C]: 31 VISCOSITY [MPA*S]: 5 (Approx) | FLASH POINT [°C]: -18 | STATIC ACCUMULATOR: YES"
554,551,178,HEPTANES (MIXED ISOMERS),,142-82-5,X,A,L2,A,"0,7",INSOLUBLE,90,,1,-5,YES,no,"CAS: 142-82-5 | MARPOL: X | FOSFA: A | NIOP: L2 | EU: A REL. DENSITY: 0,7 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 90 VISCOSITY [MPA*S]: 1 | FLASH POINT [°C]: -5 | STATIC ACCUMULATOR: YES"
554,551,179,1-HEPTANOL,,111-70-6,Y,A,L2,A,"0,82",INSOLUBLE,175,-34,7,70,,no,"CAS: 111-70-6 MARPOL: Y FOSFA: A NIOP: L2 | EU: A REL. DENSITY: 0,82 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 175 MELT. POINT [°C]: -34 | VISCOSITY [MPA*S]: 7 | FLASH POINT [°C]: 70"
555,552,180,HEXAMETHYLENEDIAMINE SOLUTION,,124-09-4,Y,B,,,"0,92 (70% Aq. Solution @ 40°C)",AQ. SOLUTION,200,4,"7,5 (30° C)",80,,no,"CAS: 124-09-4 | MARPOL: Y | FOSFA: B REL. DENSITY: 0,92 (70% Aq. Solution @ 40°C) | SOLUBILITY [°C]: AQ. SOLUTION | BOIL. POINT [°C]: 200 MELT. POINT [°C]: 4 | VISCOSITY [MPA*S]: 7,5 (30° C) | FLASH POINT [°C]: 80"
555,552,181,HEXAMETHYLENEGLYCOL,,629-11-8,Z,,,,"0,97",COMPLETE,250,39,,101,,no,"CAS: 629-11-8 | MARPOL: Z REL. DENSITY: 0,97 | SOLUBILITY [°C]: COMPLETE | BOIL. POINT [°C]: 250 MELT. POINT [°C]: 39 | FLASH POINT [°C]: 101"
555,552,182,HEXAMETHYLENEIMINE,,111-49-9,Y,,,,"0,88",COMPLETE,135,-37,,18,,no,"CAS: 111-49-9 MARPOL: Y REL. DENSITY: 0,88 | SOLUBILITY [°C]: COMPLETE | BOIL. POINT [°C]: 135 MELT. POINT [°C]: -37 | FLASH POINT [°C]: 18"
555,552,183,HEXANOIC ACID,,142-62-1,Y,A,L2,A,"0,93","1,1",205,-3,,102,,no,"CAS: 142-62-1 | MARPOL: Y | FOSFA: A | NIOP: L2 | EU: A REL. DENSITY: 0,93 | SOLUBILITY [°C]: 1,1 | BOIL. POINT [°C]: 205 MELT. POINT [°C]: -3 | FLASH POINT [°C]: 102"
555,552,184,1-HEXANOL,,111-27-3,Y,A,L2,A,"0,817",SLIGHT,157,-45,"0,44",57,,no,"CAS: 111-27-3 | MARPOL: Y | FOSFA: A |NIOP: L2 | EU: A REL. DENSITY: 0,817 | SOLUBILITY [°C]: SLIGHT | BOIL. POINT [°C]: 157 MELT. POINT [°C]: -45 | VISCOSITY [MPA*S]: 0,44 | FLASH POINT [°C]: 57"
556,553,185,HEXENES,,,,,,,,,,,,,,yes,
556,553,185,1-HEXENE,HEXENES,592-41-6,Y,,,,"0,67",INSOLUBLE,63,-140,"0,23",-26,YES,no,"CAS: 592-41-6 | MARPOL: Y REL. DENSITY: 0,67 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 63 MELT. POINT [°C]: -140 VISCOSITY [MPA*S]: 0,23 | FLASH POINT [°C]: -26 | STATIC ACCUMULATOR: YES"
556,553,185,2-HEXENE,HEXENES,592-43-8,Y,,,,"0,69",INSOLUBLE,68,-99,,-20,YES,no,"CAS: 592-43-8 | MARPOL: Y REL. DENSITY: 0,69 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 68 MELT. POINT [°C]: -99 | FLASH POINT [°C]: -20 | STATIC ACCUMULATOR: YES"
556,553,186,HEXYLACETATE,,142-92-7,Y,,,,"0,88",INSOLUBLE,170,-80,,37,,no,"CAS: 142-92-7 MARPOL: Y REL. DENSITY: 0,88 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 170 MELT. POINT [°C]: -80 | FLASH POINT [°C]: 37"
556,553,187,HEXYLENEGLYCOLS,,107-41-5,Z,,,,"0,924",COMPLETE,196,-40,42,93,,no,"CAS: 107-41-5 | MARPOL: Z REL. DENSITY: 0,924 | SOLUBILITY [°C]: COMPLETE | BOIL. POINT [°C]: 196 MELT. POINT [°C]: -40 | VISCOSITY [MPA*S]: 42 | FLASH POINT [°C]: 93"
556,553,188,HVO - DIESEL,,,A1,,,,"0,72","0,007",242,,"2,3",60,YES,no,"MARPOL: A1 REL. DENSITY: 0,72 | SOLUBILITY [°C]: 0,007 | BOIL. POINT [°C]: 242 VISCOSITY [MPA*S]: 2,3 | FLASH POINT [°C]: 60 | STATIC ACCUMULATOR: YES"
556,553,189,HVO-NAPHTHA,,,A1,,,,"0,686 (@15°C)",Partly soluble,35,-60,"0,9",-20,YES,no,"MARPOL: A1 REL. DENSITY: 0,686 (@15°C) | SOLUBILITY [°C]: Partly soluble | BOIL. POINT [°C]: 35 MELT. POINT [°C]: -60 | VISCOSITY [MPA*S]: 0,9 | FLASH POINT [°C]: -20 | STATIC ACCUMULATOR: YES"
556,553,190,HYDROGENATED VEGETABLE OIL,,928771-01-1,A1,,,,"0,78 (@15°C)",SLIGHT,180,-20,5,61,YES,no,"CAS: 928771-01-1 | MARPOL: A1 REL. DENSITY: 0,78 (@15°C) | SOLUBILITY [°C]: SLIGHT | BOIL. POINT [°C]: 180 MELT. POINT [°C]: -20 | VISCOSITY [MPA*S]: 5 FLASH POINT [°C]: 61 | STATIC ACCUMULATOR: YES"
557,554,191,2-HYDROXYETHYLACRYLATE,,818-61-1,Y,,,,"1,1",COMPLETE,190,-60,"5,7",68,,no,"CAS: 818-61-1 | MARPOL: Y REL. DENSITY: 1,1 | SOLUBILITY [°C]: COMPLETE | BOIL. POINT [°C]: 190 MELT. POINT [°C]: -60 | VISCOSITY [MPA*S]: 5,7 | FLASH POINT [°C]: 68"
557,554,192,ISOBUTANOL,,78-83-1,Z,A,L2,A,"0,802",@25°C,108,-90,"3,1",31,,no,"CAS: 78-83-1 MARPOL: Z | FOSFA: A NIOP: L2 | EU: A REL. DENSITY: 0,802 | SOLUBILITY [°C]: @25°C | BOIL. POINT [°C]: 108 MELT. POINT [°C]: -90 | VISCOSITY [MPA*S]: 3,1 | FLASH POINT [°C]: 31"
557,554,193,ISOBUTANOLAMINE,,124-68-5,Z,,,,"0,922 (@ 30 °C)",COMPLETE,165,26,147 (@ 25 Deg.C),67,,no,"CAS: 124-68-5 | MARPOL: Z REL. DENSITY: 0,922 (@ 30 °C) | SOLUBILITY [°C]: COMPLETE | BOIL. POINT [°C]: 165 MELT. POINT [°C]: 26 | VISCOSITY [MPA*S]: 147 (@ 25 Deg.C) | FLASH POINT [°C]: 67"
557,554,194,ISOBUTYLACRYLATE,,106-63-8,Y,,,,"0,89","0,18",132,-61,"4,7",30,YES,no,"CAS: 106-63-8 | MARPOL: Y REL. DENSITY: 0,89 | SOLUBILITY [°C]: 0,18 | BOIL. POINT [°C]: 132 MELT. POINT [°C]: -61 | VISCOSITY [MPA*S]: 4,7 FLASH POINT [°C]: 30 | STATIC ACCUMULATOR: YES"
557,554,195,ISOBUTYLISOBUTYRATE,,97-85-8,Y,,,,"0,86",INSOLUBLE,149,-81,,37,,no,"CAS: 97-85-8 MARPOL: Y REL. DENSITY: 0,86 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 149 MELT. POINT [°C]: -81 | FLASH POINT [°C]: 37"
557,554,196,ISOBUTYLMETHACRYLATE,,97-86-9,Z,,,,"0,89","0,13",155,-37,,44,YES,no,"CAS: 97-86-9 | MARPOL: Z REL. DENSITY: 0,89 | SOLUBILITY [°C]: 0,13 | BOIL. POINT [°C]: 155 MELT. POINT [°C]: -37 | FLASH POINT [°C]: 44 | STATIC ACCUMULATOR: YES"
557,554,197,ISOMERATE,,,A1,,,,"0,65 (0.65 - 0.70)",INSOLUBLE,21,,,-48,YES,no,"MARPOL: A1 REL. DENSITY: 0,65 (0.65 - 0.70) | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 21 FLASH POINT [°C]: -48 | STATIC ACCUMULATOR: YES"
558,555,198,ISOPENTANE,,78-78-4,Y,,,,"0,62",INSOLUBLE,29,-160,"0,225",-60,YES,no,"CAS: 78-78-4 | MARPOL: Y REL. DENSITY: 0,62 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 29 MELT. POINT [°C]: -160 | VISCOSITY [MPA*S]: 0,225 | FLASH POINT [°C]: -60 | STATIC ACCUMULATOR: YES"
558,555,199,ISOPENTENE,,563^5-1,Y,,,,"0,65",INSOLUBLE,20,-168,,-58,,no,"CAS: 563^5-1 MARPOL: Y REL. DENSITY: 0,65 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 20 MELT. POINT [°C]: -168 | FLASH POINT [°C]: -58"
558,555,200,ISOPHORONE,,78-59-1,Y,,,,"0,923","1,2",215,-8,"2,6",84,,no,"CAS: 78-59-1 | MARPOL: Y REL. DENSITY: 0,923 | SOLUBILITY [°C]: 1,2 | BOIL. POINT [°C]: 215 MELT. POINT [°C]: -8 | VISCOSITY [MPA*S]: 2,6 | FLASH POINT [°C]: 84"
558,555,201,ISOPHORONEDIAMINE,,2855-13-2,Y,,,,"0,92",COMPLETE,247,10,,110,,no,"CAS: 2855-13-2 MARPOL: Y REL. DENSITY: 0,92 | SOLUBILITY [°C]: COMPLETE | BOIL. POINT [°C]: 247 MELT. POINT [°C]: 10 | FLASH POINT [°C]: 110"
558,555,202,ISOPHORONEDIISOCYANATE,,4098-71-9,Y,B,,,"1,06",REACTION,,-60,,155,,no,"CAS: 4098-71-9 | MARPOL: Y | FOSFA: B REL. DENSITY: 1,06 | SOLUBILITY [°C]: REACTION MELT. POINT [°C]: -60 | FLASH POINT [°C]: 155"
558,555,203,ISOPRENE,,78-79-5,Y,,,,"0,68",INSOLUBLE,34,-146,"0,21",-54,YES,no,"CAS: 78-79-5 | MARPOL: Y REL. DENSITY: 0,68 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 34 MELT. POINT [°C]: -146 VISCOSITY [MPA*S]: 0,21 | FLASH POINT [°C]: -54 | STATIC ACCUMULATOR: YES"
558,555,204,ISOPROPANOL,,67-63-0,Z,A,L2,A,"0,78",COMPLETE,82,-88,"2,43",12,,no,"CAS: 67-63-0 | MARPOL: Z | FOSFA: A | NIOP: L2 | EU: A REL. DENSITY: 0,78 | SOLUBILITY [°C]: COMPLETE | BOIL. POINT [°C]: 82 MELT. POINT [°C]: -88 | VISCOSITY [MPA*S]: 2,43 | FLASH POINT [°C]: 12"
558,555,205,ISOPROPANOLAMINE,,78-96-6,Y,,,,"0,96",COMPLETE,159,1,"30,2",80,,no,"CAS: 78-96-6 | MARPOL: Y REL. DENSITY: 0,96 | SOLUBILITY [°C]: COMPLETE | BOIL. POINT [°C]: 159 MELT. POINT [°C]: 1 | VISCOSITY [MPA*S]: 30,2 | FLASH POINT [°C]: 80"
559,556,206,ISOPROPYL ETHER,,108-20-3,Y,,,,"0,72","0,9",69,-86,33,-28,YES,no,"CAS: 108-20-3 | MARPOL: Y REL. DENSITY: 0,72 | SOLUBILITY [°C]: 0,9 | BOIL. POINT [°C]: 69 MELT. POINT [°C]: -86 | VISCOSITY [MPA*S]: 33 | FLASH POINT [°C]: -28 | STATIC ACCUMULATOR: YES"
559,556,207,ISOPROPYLACETATE,,108-21-4,Z,,,,"0,872",3,89,-74,"0,53",5,YES,no,"CAS: 108-21-4 | MARPOL: Z REL. DENSITY: 0,872 | SOLUBILITY [°C]: 3 | BOIL. POINT [°C]: 89 MELT. POINT [°C]: -74 | VISCOSITY [MPA*S]: 0,53 | FLASH POINT [°C]: 5 | STATIC ACCUMULATOR: YES"
559,556,208,ISOPROPYLAMINE,,75-31-0,Y,,,,"0,69",COMPLETE,32,-95,"0,36",-37,,no,"CAS: 75-31-0| MARPOL: Y REL. DENSITY: 0,69 | SOLUBILITY [°C]: COMPLETE | BOIL. POINT [°C]: 32 MELT. POINT [°C]: -95 | VISCOSITY [MPA*S]: 0,36 | FLASH POINT [°C]: -37"
559,556,209,ISOPROPYLAMINE (70% OR LESS) SOLUTION,,75-31-0,Y,,,,"0,78",COMPLETE,48,,,13,,no,"CAS: 75-31-0| MARPOL: Y REL. DENSITY: 0,78 | SOLUBILITY [°C]: COMPLETE | BOIL. POINT [°C]: 48 FLASH POINT [°C]: 13"
559,556,210,JET FUELB,,64741-41-9,A1,,,,"0,75 (LOWERLIMIT)",INSOLUBLE,145,-60,,-31,YES,no,"CAS: 64741-41-9 | MARPOL: A1 REL. DENSITY: 0,75 (LOWERLIMIT) | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 145 MELT. POINT [°C]: -60 | FLASH POINT [°C]: -31 | STATIC ACCUMULATOR: YES"
559,556,211,KEROSENE,,8008-20-6,A1,,,,"0,8",INSOLUBLE,150,-20,"1,3 (@ 40 °C)",37,YES,no,"CAS: 8008-20-6 MARPOL: A1 REL. DENSITY: 0,8 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 150 MELT. POINT [°C]: -20 | VISCOSITY [MPA*S]: 1,3 (@ 40 °C) | FLASH POINT [°C]: 37 | STATIC ACCUMULATOR: YES"
559,556,212,KEROSENE DYED,,8008-20-6,A1,,,,"0,8",INSOLUBLE,150,-20 I,"1,3 (@ 40 °C)",37,YES,no,"CAS: 8008-20-6 | MARPOL: A1 REL. DENSITY: 0,8 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 150 MELT. POINT [°C]: -20 I VISCOSITY [MPA*S]: 1,3 (@ 40 °C) | FLASH POINT [°C]: 37 | STATIC ACCUMULATOR: YES"
560,557,213,LACTICACID,,50-21-5,Z,,L1,,"1,2",COMPLETE,,18,"40,5",74,,no,"CAS: 50-21-5 | MARPOL: Z | NIOP: L1 REL. DENSITY: 1,2 | SOLUBILITY [°C]: COMPLETE MELT. POINT [°C]: 18 | VISCOSITY [MPA*S]: 40,5 | FLASH POINT [°C]: 74"
560,557,214,LACTONITRILE SOLUTION (80% OR LESS),,78-97-7,Y,,,,"0,99",COMPLETE,182,-40,,77,,no,"CAS: 78-97-7 | MARPOL: Y REL. DENSITY: 0,99 | SOLUBILITY [°C]: COMPLETE | BOIL. POINT [°C]: 182 MELT. POINT [°C]: -40 | FLASH POINT [°C]: 77"
560,557,215,LARD,,61789-99-9,Y,A,L1,A,"0,93 (.)",INSOLUBLE,,30,33 (@54°C),202,,no,"CAS: 61789-99-9 | MARPOL: Y | FOSFA: A | NIOP: L1 | EU: A REL. DENSITY: 0,93 (.) | SOLUBILITY [°C]: INSOLUBLE MELT. POINT [°C]: 30 | VISCOSITY [MPA*S]: 33 (@54°C) | FLASH POINT [°C]: 202"
560,557,216,LATEX: CARBOXYLATED STYRENE-BUTADIENE COPOLYMER; STYRENE¬,,,Z,,,,1,SUSPENSION,,,,,,no,BUTADIENE RUBBER MARPOL: Z REL. DENSITY: 1 | SOLUBILITY [°C]: SUSPENSION
560,557,217,LAURIC ACID,,143-07-7,X,A,L2,A,"0,89 (@ 60 °C)",INSOLUBLE,225,43,,112,,no,"CAS: 143-07-7 | MARPOL: X | FOSFA: A | NIOP: L2 | EU: A REL. DENSITY: 0,89 (@ 60 °C) | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 225 MELT. POINT [°C]: 43 | FLASH POINT [°C]: 112"
560,557,218,LECITHIN,,8002-43-5,OS,A,,,"1,48 (99% SOL.)",UNKNOWN,,,,,,no,"CAS: 8002-43-5 | MARPOL: OS | FOSFA: A REL. DENSITY: 1,48 (99% SOL.) | SOLUBILITY [°C]: UNKNOWN"
561,558,219,LINEAR ALKYL BENZENES (LAB),,,,,,,,,,,,,,yes,
561,558,219,ALKYL (C3-C4) BENZENES,LINEAR ALKYL BENZENES (LAB),,Y,,,,"0,875",INSOLUBLE,161,-53,"0,81",49,YES,no,"MARPOL: Y REL. DENSITY: 0,875 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 161 MELT. POINT [°C]: -53 | VISCOSITY [MPA*S]: 0,81 | FLASH POINT [°C]: 49 STATIC ACCUMULATOR: YES"
561,558,219,ALKYL (C5-C8) BENZENES,LINEAR ALKYL BENZENES (LAB),,X,,,,"0,85",INSOLUBLE,255,-70,5 (APPROX.),120,YES,no,"MARPOL: X REL. DENSITY: 0,85 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 255 MELT. POINT [°C]: -70 VISCOSITY [MPA*S]: 5 (APPROX.) | FLASH POINT [°C]: 120 STATIC ACCUMULATOR: YES"
561,558,219,DODECYLBENZENE,LINEAR ALKYL BENZENES (LAB),123-01-3,Y,,,,"0,86",INSOLUBLE,230,-7,"5,7",110,,no,"CAS: 123-01-3 | MARPOL: Y REL. DENSITY: 0,86 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 230 MELT. POINT [°C]: -7 | VISCOSITY [MPA*S]: 5,7 | FLASH POINT [°C]: 110"
561,558,219,TETRADECYLBENZENE,LINEAR ALKYL BENZENES (LAB),1459-10-5,Y,,,,"0,86",INSOLUBLE,196,16,"7,68",150,,no,"CAS: 1459-10-5 | MARPOL: Y REL. DENSITY: 0,86 SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 196 MELT. POINT [°C]: 16 | VISCOSITY [MPA*S]: 7,68 | FLASH POINT [°C]: 150"
561,558,219,TRIDECYLBENZENE,LINEAR ALKYL BENZENES (LAB),123-02-4,Y,,,,"0,9",INSOLUBLE,346,10,,112,,no,"CAS: 123-02-4 | MARPOL: Y REL. DENSITY: 0,9 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 346 MELT. POINT [°C]: 10 | FLASH POINT [°C]: 112"
561,558,219,UNDECYLBENZENE,LINEAR ALKYL BENZENES (LAB),6742-54-7,Y,,,,"0,855",INSOLUBLE,316,-5,"4,57",141,,no,"CAS: 6742-54-7 MARPOL: Y REL. DENSITY: 0,855 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 316 MELT. POINT [°C]: -5 | VISCOSITY [MPA*S]: 4,57 | FLASH POINT [°C]: 141"
561,558,220,LINSEED OIL,,8001-26-1,Y,A,L1,A,"0,925",Insoluble,343,-19,48,320 TOP MENU 558,,no,"CAS: 8001-26-1 | MARPOL: Y | FOSFA: A | NIOP: L1 | EU: A REL. DENSITY: 0,925 | SOLUBILITY [°C]: Insoluble | BOIL. POINT [°C]: 343 MELT. POINT [°C]: -19 | VISCOSITY [MPA*S]: 48 | FLASH POINT [°C]: 320 TOP MENU 558"
562,559,221,LUBE OIL ADDITIVES,,,,B,,,,INSOLUBLE,,,(High Viscosity),,,no,FOSFA: B SOLUBILITY [°C]: INSOLUBLE VISCOSITY [MPA*S]: (High Viscosity)
562,559,222,MAIZE OIL,,8001-30-7,Y,A,L1,A,"0,92",INSOLUBLE,260,-8,52,,,no,"CAS: 8001-30-7 MARPOL: Y | FOSFA: A NIOP: L1 | EU: A REL. DENSITY: 0,92 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 260 MELT. POINT [°C]: -8 | VISCOSITY [MPA*S]: 52"
562,559,223,MALEICANHYDRIDE,,108-31-6,Y,,,,"1,3 (@ 70 °C.)",PARTLY SOL.,200,53,,102,,no,"CAS: 108-31-6 | MARPOL: Y REL. DENSITY: 1,3 (@ 70 °C.) | SOLUBILITY [°C]: PARTLY SOL. | BOIL. POINT [°C]: 200 MELT. POINT [°C]: 53 | FLASH POINT [°C]: 102"
562,559,224,MESITYLOXIDE,,141-79-7,Z,,,,"0,85","1,07",130,0,"0,6",31,,no,"CAS: 141-79-7 | MARPOL: Z REL. DENSITY: 0,85 | SOLUBILITY [°C]: 1,07 | BOIL. POINT [°C]: 130 MELT. POINT [°C]: 0 | VISCOSITY [MPA*S]: 0,6 | FLASH POINT [°C]: 31"
562,559,225,META-DICHLOROBENZENE,,541-73-1,X,,,,"1,288",INSOLUBLE,171,-25,,65,,no,"CAS: 541-73-1 | MARPOL: X REL. DENSITY: 1,288 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 171 MELT. POINT [°C]: -25 | FLASH POINT [°C]: 65"
562,559,226,METHACRYLICACID,,79-41-4,Y,,,,"1,014",above 16°C,161,15,"1,54",77,,no,"CAS: 79-41-4 | MARPOL: Y REL. DENSITY: 1,014 | SOLUBILITY [°C]: above 16°C | BOIL. POINT [°C]: 161 MELT. POINT [°C]: 15 | VISCOSITY [MPA*S]: 1,54 | FLASH POINT [°C]: 77"
562,559,227,METHACRYLONITRILE,,126-98-7,Y,,,,"0,8","2,6",90,-36,,-1,YES,no,"CAS: 126-98-7 | MARPOL: Y REL. DENSITY: 0,8 | SOLUBILITY [°C]: 2,6 | BOIL. POINT [°C]: 90 MELT. POINT [°C]: -36 | FLASH POINT [°C]: -1 | STATIC ACCUMULATOR: YES"
562,559,228,METHANOL,,67-56-1,Y,A,L2,A,"0,792",COMPLETE,64,-98,"0,59",10,,no,"CAS: 67-56-1 MARPOL: Y | FOSFA: A NIOP: L2 | EU: A REL. DENSITY: 0,792 | SOLUBILITY [°C]: COMPLETE BOIL. POINT [°C]: 64 MELT. POINT [°C]: -98 | VISCOSITY [MPA*S]: 0,59 | FLASH POINT [°C]: 10"
563,560,229,3-METH0XY-1-BUTANOL,,2517-43-3,Z,,,,"0,928",COMPLETE,160,-85,,46,,no,"CAS: 2517-43-3 | MARPOL: Z REL. DENSITY: 0,928 | SOLUBILITY [°C]: COMPLETE | BOIL. POINT [°C]: 160 MELT. POINT [°C]: -85 | FLASH POINT [°C]: 46"
